sign,gardiner,codepoint,function,value,meaning,group,qualifier,source_note
𓁑,B2,U+13051,determinative,,pregnant,,,"Mark-Jan Nederhof, sign-function list (Unicode 5.2 set), https://mjn.host.cs.st-andrews.ac.uk/egyptian/unicode/ — used under his written grant of 2026-09-04; published here CC BY 4.0"
𓁒,B3,U+13052,logogram or determinative,msꞽ,give birth,,root=ms,"Mark-Jan Nederhof, sign-function list (Unicode 5.2 set), https://mjn.host.cs.st-andrews.ac.uk/egyptian/unicode/ — used under his written grant of 2026-09-04; published here CC BY 4.0"
𓁔,B5,U+13054,determinative,,nurse,,,"Mark-Jan Nederhof, sign-function list (Unicode 5.2 set), https://mjn.host.cs.st-andrews.ac.uk/egyptian/unicode/ — used under his written grant of 2026-09-04; published here CC BY 4.0"
𓁖,B6,U+13056,determinative,,rear,,,"Mark-Jan Nederhof, sign-function list (Unicode 5.2 set), https://mjn.host.cs.st-andrews.ac.uk/egyptian/unicode/ — used under his written grant of 2026-09-04; published here CC BY 4.0"
𓁗,B7,U+13057,determinative,,in names of queens,,,"Mark-Jan Nederhof, sign-function list (Unicode 5.2 set), https://mjn.host.cs.st-andrews.ac.uk/egyptian/unicode/ — used under his written grant of 2026-09-04; published here CC BY 4.0"
𓁘,B8,U+13058,determinative,,in women's names,,,"Mark-Jan Nederhof, sign-function list (Unicode 5.2 set), https://mjn.host.cs.st-andrews.ac.uk/egyptian/unicode/ — used under his written grant of 2026-09-04; published here CC BY 4.0"
𓁙,B9,U+13059,logogram or determinative,ꞽḥyt,(female) sistrum player,,root=ꞽḥ,"Mark-Jan Nederhof, sign-function list (Unicode 5.2 set), https://mjn.host.cs.st-andrews.ac.uk/egyptian/unicode/ — used under his written grant of 2026-09-04; published here CC BY 4.0"
𓁚,C1,U+1305A,logogram or determinative,^rꜥ,Re,,,"Mark-Jan Nederhof, sign-function list (Unicode 5.2 set), https://mjn.host.cs.st-andrews.ac.uk/egyptian/unicode/ — used under his written grant of 2026-09-04; published here CC BY 4.0"
𓁟,C3,U+1305F,logogram or determinative,^ḏḥwtꞽ,Thoth,,root=ḏḥwt,"Mark-Jan Nederhof, sign-function list (Unicode 5.2 set), https://mjn.host.cs.st-andrews.ac.uk/egyptian/unicode/ — used under his written grant of 2026-09-04; published here CC BY 4.0"
𓁠,C4,U+13060,logogram or determinative,^ẖnmw,Khnum,,,"Mark-Jan Nederhof, sign-function list (Unicode 5.2 set), https://mjn.host.cs.st-andrews.ac.uk/egyptian/unicode/ — used under his written grant of 2026-09-04; published here CC BY 4.0"
𓁢,C6,U+13062,logogram or determinative,^ꞽnpw,Anubis,,root=ꞽnp,"Mark-Jan Nederhof, sign-function list (Unicode 5.2 set), https://mjn.host.cs.st-andrews.ac.uk/egyptian/unicode/ — used under his written grant of 2026-09-04; published here CC BY 4.0"
𓁢,C6,U+13062,determinative,^wpꞽ-wꜣwt,Upwawet,,,"Mark-Jan Nederhof, sign-function list (Unicode 5.2 set), https://mjn.host.cs.st-andrews.ac.uk/egyptian/unicode/ — used under his written grant of 2026-09-04; published here CC BY 4.0"
𓁣,C7,U+13063,logogram or determinative,^stḫ,Seth,,,"Mark-Jan Nederhof, sign-function list (Unicode 5.2 set), https://mjn.host.cs.st-andrews.ac.uk/egyptian/unicode/ — used under his written grant of 2026-09-04; published here CC BY 4.0"
𓁤,C8,U+13064,logogram or determinative,^mnw,Min,,,"Mark-Jan Nederhof, sign-function list (Unicode 5.2 set), https://mjn.host.cs.st-andrews.ac.uk/egyptian/unicode/ — used under his written grant of 2026-09-04; published here CC BY 4.0"
𓁥,C9,U+13065,logogram or determinative,^ḥwt-^ḥr,Hathor,,,"Mark-Jan Nederhof, sign-function list (Unicode 5.2 set), https://mjn.host.cs.st-andrews.ac.uk/egyptian/unicode/ — used under his written grant of 2026-09-04; published here CC BY 4.0"
𓁦,C10,U+13066,logogram or determinative,^mꜣꜥt,Maat,,root=mꜣꜥ,"Mark-Jan Nederhof, sign-function list (Unicode 5.2 set), https://mjn.host.cs.st-andrews.ac.uk/egyptian/unicode/ — used under his written grant of 2026-09-04; published here CC BY 4.0"
𓁨,C11,U+13068,logogram or determinative,^ḥḥw,Heh,,root=ḥḥ,"Mark-Jan Nederhof, sign-function list (Unicode 5.2 set), https://mjn.host.cs.st-andrews.ac.uk/egyptian/unicode/ — used under his written grant of 2026-09-04; published here CC BY 4.0"
𓁨,C11,U+13068,logogram,ḥḥ,million,,numeral=1000000,"Mark-Jan Nederhof, sign-function list (Unicode 5.2 set), https://mjn.host.cs.st-andrews.ac.uk/egyptian/unicode/ — used under his written grant of 2026-09-04; published here CC BY 4.0"
𓁩,C12,U+13069,logogram or determinative,^ꞽmn,Amun,,,"Mark-Jan Nederhof, sign-function list (Unicode 5.2 set), https://mjn.host.cs.st-andrews.ac.uk/egyptian/unicode/ — used under his written grant of 2026-09-04; published here CC BY 4.0"
𓁫,C14,U+1306B,logogram or determinative,^ꞽmn-ḥr-ḫpš=f,Amun-her-khepeshef,,,"Mark-Jan Nederhof, sign-function list (Unicode 5.2 set), https://mjn.host.cs.st-andrews.ac.uk/egyptian/unicode/ — used under his written grant of 2026-09-04; published here CC BY 4.0"
𓁭,C16,U+1306D,logogram or determinative,^ꞽtm,Atum,,,"Mark-Jan Nederhof, sign-function list (Unicode 5.2 set), https://mjn.host.cs.st-andrews.ac.uk/egyptian/unicode/ — used under his written grant of 2026-09-04; published here CC BY 4.0"
𓁮,C17,U+1306E,logogram or determinative,^mnṯw,Month,,,"Mark-Jan Nederhof, sign-function list (Unicode 5.2 set), https://mjn.host.cs.st-andrews.ac.uk/egyptian/unicode/ — used under his written grant of 2026-09-04; published here CC BY 4.0"
𓁯,C18,U+1306F,logogram or determinative,^tꜣ-tnn,Tatenen,,,"Mark-Jan Nederhof, sign-function list (Unicode 5.2 set), https://mjn.host.cs.st-andrews.ac.uk/egyptian/unicode/ — used under his written grant of 2026-09-04; published here CC BY 4.0"
𓁰,C19,U+13070,logogram or determinative,^ptḥ,Ptah,,,"Mark-Jan Nederhof, sign-function list (Unicode 5.2 set), https://mjn.host.cs.st-andrews.ac.uk/egyptian/unicode/ — used under his written grant of 2026-09-04; published here CC BY 4.0"
𓁲,C21,U+13072,logogram or determinative,^bs,Bes,,,"Mark-Jan Nederhof, sign-function list (Unicode 5.2 set), https://mjn.host.cs.st-andrews.ac.uk/egyptian/unicode/ — used under his written grant of 2026-09-04; published here CC BY 4.0"
𓁳,C22,U+13073,logogram or determinative,^ḫnsw,Khons,,,"Mark-Jan Nederhof, sign-function list (Unicode 5.2 set), https://mjn.host.cs.st-andrews.ac.uk/egyptian/unicode/ — used under his written grant of 2026-09-04; published here CC BY 4.0"
𓁴,C23,U+13074,logogram or determinative,^bꜣstt,Bastet,,,"Mark-Jan Nederhof, sign-function list (Unicode 5.2 set), https://mjn.host.cs.st-andrews.ac.uk/egyptian/unicode/ — used under his written grant of 2026-09-04; published here CC BY 4.0"
𓁵,C24,U+13075,logogram or determinative,^nꞽt,Neith,,,"Mark-Jan Nederhof, sign-function list (Unicode 5.2 set), https://mjn.host.cs.st-andrews.ac.uk/egyptian/unicode/ — used under his written grant of 2026-09-04; published here CC BY 4.0"
𓁶,D1,U+13076,logogram,tp,head,,,"Mark-Jan Nederhof, sign-function list (Unicode 5.2 set), https://mjn.host.cs.st-andrews.ac.uk/egyptian/unicode/ — used under his written grant of 2026-09-04; published here CC BY 4.0"
𓁶,D1,U+13076,determinative,,head,,,"Mark-Jan Nederhof, sign-function list (Unicode 5.2 set), https://mjn.host.cs.st-andrews.ac.uk/egyptian/unicode/ — used under his written grant of 2026-09-04; published here CC BY 4.0"
𓁶,D1,U+13076,logogram or determinative,ḏꜣḏꜣ,head,,,"Mark-Jan Nederhof, sign-function list (Unicode 5.2 set), https://mjn.host.cs.st-andrews.ac.uk/egyptian/unicode/ — used under his written grant of 2026-09-04; published here CC BY 4.0"
𓁶,D1,U+13076,determinative,gwꜣ,pull tight,,,"Mark-Jan Nederhof, sign-function list (Unicode 5.2 set), https://mjn.host.cs.st-andrews.ac.uk/egyptian/unicode/ — used under his written grant of 2026-09-04; published here CC BY 4.0"
𓁷,D2,U+13077,logogram,ḥr,face,,,"Mark-Jan Nederhof, sign-function list (Unicode 5.2 set), https://mjn.host.cs.st-andrews.ac.uk/egyptian/unicode/ — used under his written grant of 2026-09-04; published here CC BY 4.0"
𓁷,D2,U+13077,phonogram,ḥr,,,,"Mark-Jan Nederhof, sign-function list (Unicode 5.2 set), https://mjn.host.cs.st-andrews.ac.uk/egyptian/unicode/ — used under his written grant of 2026-09-04; published here CC BY 4.0"
𓁸,D3,U+13078,determinative,,hair,,,"Mark-Jan Nederhof, sign-function list (Unicode 5.2 set), https://mjn.host.cs.st-andrews.ac.uk/egyptian/unicode/ — used under his written grant of 2026-09-04; published here CC BY 4.0"
𓁸,D3,U+13078,determinative,,skin,,,"Mark-Jan Nederhof, sign-function list (Unicode 5.2 set), https://mjn.host.cs.st-andrews.ac.uk/egyptian/unicode/ — used under his written grant of 2026-09-04; published here CC BY 4.0"
𓁸,D3,U+13078,determinative,,mourn,,,"Mark-Jan Nederhof, sign-function list (Unicode 5.2 set), https://mjn.host.cs.st-andrews.ac.uk/egyptian/unicode/ — used under his written grant of 2026-09-04; published here CC BY 4.0"
𓁸,D3,U+13078,determinative,,"empty, bald, forlorn",,,"Mark-Jan Nederhof, sign-function list (Unicode 5.2 set), https://mjn.host.cs.st-andrews.ac.uk/egyptian/unicode/ — used under his written grant of 2026-09-04; published here CC BY 4.0"
𓁸,D3,U+13078,logogram,gm wš(.w),found defective (of text),G28-D3,,"Mark-Jan Nederhof, sign-function list (Unicode 5.2 set), https://mjn.host.cs.st-andrews.ac.uk/egyptian/unicode/ — used under his written grant of 2026-09-04; published here CC BY 4.0"
𓁹,D4,U+13079,logogram,ꞽrt,eye,,root=ꞽr,"Mark-Jan Nederhof, sign-function list (Unicode 5.2 set), https://mjn.host.cs.st-andrews.ac.uk/egyptian/unicode/ — used under his written grant of 2026-09-04; published here CC BY 4.0"
𓁹,D4,U+13079,logogram,mꜣꜣ,see,U1:D4,root=mꜣ,"Mark-Jan Nederhof, sign-function list (Unicode 5.2 set), https://mjn.host.cs.st-andrews.ac.uk/egyptian/unicode/ — used under his written grant of 2026-09-04; published here CC BY 4.0"
𓁹,D4,U+13079,phonogram,ꞽr,,,,"Mark-Jan Nederhof, sign-function list (Unicode 5.2 set), https://mjn.host.cs.st-andrews.ac.uk/egyptian/unicode/ — used under his written grant of 2026-09-04; published here CC BY 4.0"
𓁹,D4,U+13079,phonogram,mꜣ,,U1:D4,,"Mark-Jan Nederhof, sign-function list (Unicode 5.2 set), https://mjn.host.cs.st-andrews.ac.uk/egyptian/unicode/ — used under his written grant of 2026-09-04; published here CC BY 4.0"
𓁹,D4,U+13079,determinative,,"eye, see",,period=-18,"Mark-Jan Nederhof, sign-function list (Unicode 5.2 set), https://mjn.host.cs.st-andrews.ac.uk/egyptian/unicode/ — used under his written grant of 2026-09-04; published here CC BY 4.0"
𓁹,D4,U+13079,logogram or determinative,rmꞽ,weep,,root=rm,"Mark-Jan Nederhof, sign-function list (Unicode 5.2 set), https://mjn.host.cs.st-andrews.ac.uk/egyptian/unicode/ — used under his written grant of 2026-09-04; published here CC BY 4.0"
𓁼,D7,U+1307C,determinative,,adorn,,,"Mark-Jan Nederhof, sign-function list (Unicode 5.2 set), https://mjn.host.cs.st-andrews.ac.uk/egyptian/unicode/ — used under his written grant of 2026-09-04; published here CC BY 4.0"
𓁼,D7,U+1307C,phonetic determinative,ꜥn,,,,"Mark-Jan Nederhof, sign-function list (Unicode 5.2 set), https://mjn.host.cs.st-andrews.ac.uk/egyptian/unicode/ — used under his written grant of 2026-09-04; published here CC BY 4.0"
𓁼,D7,U+1307C,determinative,,"eye, see",,,"Mark-Jan Nederhof, sign-function list (Unicode 5.2 set), https://mjn.host.cs.st-andrews.ac.uk/egyptian/unicode/ — used under his written grant of 2026-09-04; published here CC BY 4.0"
𓁽,D8,U+1307D,determinative,^ꜥnw,Ainu,,,"Mark-Jan Nederhof, sign-function list (Unicode 5.2 set), https://mjn.host.cs.st-andrews.ac.uk/egyptian/unicode/ — used under his written grant of 2026-09-04; published here CC BY 4.0"
𓁽,D8,U+1307D,phonetic determinative,ꜥn,,,,"Mark-Jan Nederhof, sign-function list (Unicode 5.2 set), https://mjn.host.cs.st-andrews.ac.uk/egyptian/unicode/ — used under his written grant of 2026-09-04; published here CC BY 4.0"
𓂀,D10,U+13080,logogram or determinative,wḏꜣt,the uninjured eye of Horus,,,"Mark-Jan Nederhof, sign-function list (Unicode 5.2 set), https://mjn.host.cs.st-andrews.ac.uk/egyptian/unicode/ — used under his written grant of 2026-09-04; published here CC BY 4.0"
𓂁,D11,U+13081,logogram,1/2,1/2 heqat,,,"Mark-Jan Nederhof, sign-function list (Unicode 5.2 set), https://mjn.host.cs.st-andrews.ac.uk/egyptian/unicode/ — used under his written grant of 2026-09-04; published here CC BY 4.0"
𓂂,D12,U+13082,determinative,ḏfḏ,pupil of eye,,,"Mark-Jan Nederhof, sign-function list (Unicode 5.2 set), https://mjn.host.cs.st-andrews.ac.uk/egyptian/unicode/ — used under his written grant of 2026-09-04; published here CC BY 4.0"
𓂂,D12,U+13082,logogram,1/4,1/4 heqat,,,"Mark-Jan Nederhof, sign-function list (Unicode 5.2 set), https://mjn.host.cs.st-andrews.ac.uk/egyptian/unicode/ — used under his written grant of 2026-09-04; published here CC BY 4.0"
𓂃,D13,U+13083,logogram,1/8,1/8 heqat,,,"Mark-Jan Nederhof, sign-function list (Unicode 5.2 set), https://mjn.host.cs.st-andrews.ac.uk/egyptian/unicode/ — used under his written grant of 2026-09-04; published here CC BY 4.0"
𓂃,D13,U+13083,determinative,ꞽnḥ,eyebrows,,,"Mark-Jan Nederhof, sign-function list (Unicode 5.2 set), https://mjn.host.cs.st-andrews.ac.uk/egyptian/unicode/ — used under his written grant of 2026-09-04; published here CC BY 4.0"
𓂄,D14,U+13084,logogram,1/16,1/16 heqat,,,"Mark-Jan Nederhof, sign-function list (Unicode 5.2 set), https://mjn.host.cs.st-andrews.ac.uk/egyptian/unicode/ — used under his written grant of 2026-09-04; published here CC BY 4.0"
𓂅,D15,U+13085,logogram,1/32,1/32 heqat,,,"Mark-Jan Nederhof, sign-function list (Unicode 5.2 set), https://mjn.host.cs.st-andrews.ac.uk/egyptian/unicode/ — used under his written grant of 2026-09-04; published here CC BY 4.0"
𓂆,D16,U+13086,logogram,1/64,1/64 heqat,,,"Mark-Jan Nederhof, sign-function list (Unicode 5.2 set), https://mjn.host.cs.st-andrews.ac.uk/egyptian/unicode/ — used under his written grant of 2026-09-04; published here CC BY 4.0"
𓂇,D17,U+13087,logogram or determinative,tꞽt,image,,,"Mark-Jan Nederhof, sign-function list (Unicode 5.2 set), https://mjn.host.cs.st-andrews.ac.uk/egyptian/unicode/ — used under his written grant of 2026-09-04; published here CC BY 4.0"
𓂈,D18,U+13088,logogram or determinative,msḏr,ear,,,"Mark-Jan Nederhof, sign-function list (Unicode 5.2 set), https://mjn.host.cs.st-andrews.ac.uk/egyptian/unicode/ — used under his written grant of 2026-09-04; published here CC BY 4.0"
𓂉,D19,U+13089,logogram or determinative,fnḏ,nose,,,"Mark-Jan Nederhof, sign-function list (Unicode 5.2 set), https://mjn.host.cs.st-andrews.ac.uk/egyptian/unicode/ — used under his written grant of 2026-09-04; published here CC BY 4.0"
𓂉,D19,U+13089,determinative,,"nose, smell, face",,,"Mark-Jan Nederhof, sign-function list (Unicode 5.2 set), https://mjn.host.cs.st-andrews.ac.uk/egyptian/unicode/ — used under his written grant of 2026-09-04; published here CC BY 4.0"
𓂉,D19,U+13089,determinative,,joy,,,"Mark-Jan Nederhof, sign-function list (Unicode 5.2 set), https://mjn.host.cs.st-andrews.ac.uk/egyptian/unicode/ — used under his written grant of 2026-09-04; published here CC BY 4.0"
𓂉,D19,U+13089,determinative,,"soft, kind",,,"Mark-Jan Nederhof, sign-function list (Unicode 5.2 set), https://mjn.host.cs.st-andrews.ac.uk/egyptian/unicode/ — used under his written grant of 2026-09-04; published here CC BY 4.0"
𓂉,D19,U+13089,determinative,btn,disobedient,,,"Mark-Jan Nederhof, sign-function list (Unicode 5.2 set), https://mjn.host.cs.st-andrews.ac.uk/egyptian/unicode/ — used under his written grant of 2026-09-04; published here CC BY 4.0"
𓂉,D19,U+13089,logogram or determinative,ḫnt,in front of,,,"Mark-Jan Nederhof, sign-function list (Unicode 5.2 set), https://mjn.host.cs.st-andrews.ac.uk/egyptian/unicode/ — used under his written grant of 2026-09-04; published here CC BY 4.0"
𓂉,D19,U+13089,phonogram,ḫnt,,,,"Mark-Jan Nederhof, sign-function list (Unicode 5.2 set), https://mjn.host.cs.st-andrews.ac.uk/egyptian/unicode/ — used under his written grant of 2026-09-04; published here CC BY 4.0"
𓂋,D21,U+1308B,logogram,rꜣ,mouth,,,"Mark-Jan Nederhof, sign-function list (Unicode 5.2 set), https://mjn.host.cs.st-andrews.ac.uk/egyptian/unicode/ — used under his written grant of 2026-09-04; published here CC BY 4.0"
𓂋,D21,U+1308B,phonogram,r,,,,"Mark-Jan Nederhof, sign-function list (Unicode 5.2 set), https://mjn.host.cs.st-andrews.ac.uk/egyptian/unicode/ — used under his written grant of 2026-09-04; published here CC BY 4.0"
𓂋,D21,U+1308B,phonogram,r,,D21:Z1,,"Mark-Jan Nederhof, sign-function list (Unicode 5.2 set), https://mjn.host.cs.st-andrews.ac.uk/egyptian/unicode/ — used under his written grant of 2026-09-04; published here CC BY 4.0"
𓂌,D22,U+1308C,logogram,2/3,two-thirds,,,"Mark-Jan Nederhof, sign-function list (Unicode 5.2 set), https://mjn.host.cs.st-andrews.ac.uk/egyptian/unicode/ — used under his written grant of 2026-09-04; published here CC BY 4.0"
𓂍,D23,U+1308D,logogram,3/4,three-quarters,,,"Mark-Jan Nederhof, sign-function list (Unicode 5.2 set), https://mjn.host.cs.st-andrews.ac.uk/egyptian/unicode/ — used under his written grant of 2026-09-04; published here CC BY 4.0"
𓂎,D24,U+1308E,logogram or determinative,spt,lip,,root=sp,"Mark-Jan Nederhof, sign-function list (Unicode 5.2 set), https://mjn.host.cs.st-andrews.ac.uk/egyptian/unicode/ — used under his written grant of 2026-09-04; published here CC BY 4.0"
𓂏,D25,U+1308F,logogram or determinative,sptꞽ,both lips,,,"Mark-Jan Nederhof, sign-function list (Unicode 5.2 set), https://mjn.host.cs.st-andrews.ac.uk/egyptian/unicode/ — used under his written grant of 2026-09-04; published here CC BY 4.0"
